mine_id,year,month,mine_name,daily_production,equipment_downtime_hrs,rainfall_mm,blasting_delay_days,workers_present,target_tonnes,actual_tonnes,is_shortfall
MN03,2019,1,Tirodi,22.32,4.73,16.5,1,102.3,674.3,691.9,0
MN03,2019,2,Tirodi,25.14,4.68,1.2,1,103.3,674.3,704.0,0
MN03,2019,3,Tirodi,21.79,5.07,9.6,0,100.8,674.3,675.6,0
MN03,2019,4,Tirodi,24.18,4.96,0.3,0,102.7,700.2,725.3,0
MN03,2019,5,Tirodi,23.68,4.75,0.2,0,104.0,700.2,734.1,0
MN03,2019,6,Tirodi,22.46,6.03,58.2,2,101.6,700.2,673.8,1
MN03,2019,7,Tirodi,20.3,6.74,69.3,3,100.4,700.2,629.3,1
MN03,2019,8,Tirodi,20.78,6.83,45.2,3,102.2,700.2,644.1,1
MN03,2019,9,Tirodi,21.33,6.47,53.4,2,101.9,700.2,639.9,1
MN03,2019,10,Tirodi,22.73,5.04,14.8,0,101.1,700.2,704.7,0
MN03,2019,11,Tirodi,23.74,5.06,1.3,1,102.0,700.2,712.1,0
MN03,2019,12,Tirodi,23.04,4.78,15.7,1,101.0,700.2,714.2,0
MN03,2020,1,Tirodi,22.84,5.11,13.3,1,102.6,700.2,707.9,0
MN03,2020,2,Tirodi,24.75,5.17,10.4,0,103.0,700.2,717.7,0
MN03,2020,3,Tirodi,22.84,4.91,11.8,1,100.6,700.2,708.1,0
MN03,2020,4,Tirodi,22.54,4.44,2.3,1,102.0,648.3,676.1,0
MN03,2020,5,Tirodi,21.33,4.97,0.9,0,102.1,648.3,661.1,0
MN03,2020,6,Tirodi,19.81,6.93,49.3,2,101.9,648.3,594.4,1
MN03,2020,7,Tirodi,19.79,6.38,30.3,1,102.7,648.3,613.6,1
MN03,2020,8,Tirodi,17.52,7.22,179.6,5,101.4,648.3,543.1,1
MN03,2020,9,Tirodi,20.5,6.28,49.3,1,101.6,648.3,614.9,1
MN03,2020,10,Tirodi,21.11,5.02,23.7,1,102.0,648.3,654.3,0
MN03,2020,11,Tirodi,21.99,5.32,0.9,1,103.3,648.3,659.8,0
MN03,2020,12,Tirodi,21.39,4.96,0.3,1,102.1,648.3,663.2,0
MN03,2021,1,Tirodi,21.65,4.75,2.6,1,102.5,648.3,671.1,0
MN03,2021,2,Tirodi,23.47,4.98,8.3,1,101.0,648.3,657.2,0
MN03,2021,3,Tirodi,21.46,4.9,0.4,0,102.2,648.3,665.2,0
MN03,2021,4,Tirodi,23.17,4.56,0.1,0,101.5,674.3,695.1,0
