mine_id,mine_name,date,year,month,day,daily_production,equipment_downtime_hrs,rainfall_mm,blasting_delay_days,workers_present,target_tonnes
MN03,Tirodi,2015-01-04,2015,1,4,22.39,4.53,0.0,0,105,663.7
MN04,Sitapatore,2015-01-04,2015,1,4,7.45,4.55,0.0,0,60,221.2
MN05,Chikla,2015-01-04,2015,1,4,43.44,4.91,0.2,0,166,1327.4
MN06,Dongri Buzurg,2015-01-04,2015,1,4,56.52,4.43,0.2,0,200,1769.8
MN07,Beldongri,2015-01-04,2015,1,4,8.27,4.77,0.0,0,60,265.5
MN08,Kandri,2015-01-04,2015,1,4,34.32,4.83,0.3,0,135,1106.2
MN09,Munsar,2015-01-04,2015,1,4,27.46,5.03,0.0,0,119,796.4
MN10,Gumgaon,2015-01-04,2015,1,4,30.68,3.63,0.0,0,123,884.9
MN01,Balaghat,2015-01-05,2015,1,5,74.29,3.87,0.0,0,200,2876.0
MN02,Ukwa,2015-01-05,2015,1,5,17.08,4.82,0.0,0,88,531.0
MN03,Tirodi,2015-01-05,2015,1,5,22.26,4.12,0.0,0,101,663.7
MN04,Sitapatore,2015-01-05,2015,1,5,7.98,4.53,0.0,0,64,221.2
MN05,Chikla,2015-01-05,2015,1,5,43.43,4.68,0.0,0,162,1327.4
MN06,Dongri Buzurg,2015-01-05,2015,1,5,55.06,5.11,0.0,0,200,1769.8
MN07,Beldongri,2015-01-05,2015,1,5,8.4,4.59,0.0,0,63,265.5
MN08,Kandri,2015-01-05,2015,1,5,39.58,3.42,0.0,0,149,1106.2
MN09,Munsar,2015-01-05,2015,1,5,28.42,4.81,0.0,1,118,796.4
MN10,Gumgaon,2015-01-05,2015,1,5,31.16,5.3,0.0,0,132,884.9
MN01,Balaghat,2015-01-06,2015,1,6,69.35,5.05,0.0,0,200,2876.0
MN02,Ukwa,2015-01-06,2015,1,6,13.32,11.28,0.0,0,89,531.0
MN03,Tirodi,2015-01-06,2015,1,6,22.44,4.25,0.0,0,105,663.7
MN04,Sitapatore,2015-01-06,2015,1,6,6.9,4.44,0.0,0,57,221.2
MN05,Chikla,2015-01-06,2015,1,6,45.24,4.18,0.0,0,168,1327.4
MN06,Dongri Buzurg,2015-01-06,2015,1,6,59.59,3.22,0.0,0,200,1769.8
MN07,Beldongri,2015-01-06,2015,1,6,9.48,4.57,0.0,0,69,265.5
MN08,Kandri,2015-01-06,2015,1,6,35.87,5.24,0.0,0,141,1106.2
MN09,Munsar,2015-01-06,2015,1,6,25.6,6.42,0.0,0,114,796.4
MN10,Gumgaon,2015-01-06,2015,1,6,29.78,4.78,0.0,0,124,884.9
MN01,Balaghat,2015-01-07,2015,1,7,70.35,5.05,0.0,0,200,2876.0
MN02,Ukwa,2015-01-07,2015,1,7,17.52,3.24,0.0,0,88,531.0
MN03,Tirodi,2015-01-07,2015,1,7,22.7,4.43,0.0,0,106,663.7
MN04,Sitapatore,2015-01-07,2015,1,7,7.36,5.61,0.0,0,62,221.2
MN05,Chikla,2015-01-07,2015,1,7,44.6,4.75,0.0,0,167,1327.4
MN06,Dongri Buzurg,2015-01-07,2015,1,7,58.46,3.6,0.0,0,200,1769.8
MN07,Beldongri,2015-01-07,2015,1,7,7.51,6.43,0.0,0,58,265.5
MN08,Kandri,2015-01-07,2015,1,7,35.29,5.41,0.0,0,141,1106.2
MN09,Munsar,2015-01-07,2015,1,7,26.05,5.15,0.0,0,117,796.4
MN10,Gumgaon,2015-01-07,2015,1,7,30.67,4.65,0.0,0,124,884.9
MN01,Balaghat,2015-01-08,2015,1,8,71.43,4.89,0.0,0,200,2876.0
MN02,Ukwa,2015-01-08,2015,1,8,16.37,5.97,0.0,1,88,531.0
MN03,Tirodi,2015-01-08,2015,1,8,21.35,6.03,0.0,0,103,663.7
MN04,Sitapatore,2015-01-08,2015,1,8,7.11,4.37,0.0,0,57,221.2
MN05,Chikla,2015-01-08,2015,1,8,47.41,3.72,0.0,0,169,1327.4
MN06,Dongri Buzurg,2015-01-08,2015,1,8,61.2,3.69,0.0,0,200,1769.8
MN07,Beldongri,2015-01-08,2015,1,8,9.0,5.15,0.0,0,68,265.5
MN08,Kandri,2015-01-08,2015,1,8,35.19,5.78,0.0,0,144,1106.2
MN09,Munsar,2015-01-08,2015,1,8,26.99,4.63,0.0,0,113,796.4
MN10,Gumgaon,2015-01-08,2015,1,8,28.32,4.48,0.0,0,119,884.9
MN01,Balaghat,2015-01-09,2015,1,9,69.13,5.39,0.0,0,200,2876.0
MN02,Ukwa,2015-01-09,2015,1,9,17.17,4.14,0.0,0,88,531.0
MN03,Tirodi,2015-01-09,2015,1,9,20.11,4.55,0.0,0,94,663.7
MN04,Sitapatore,2015-01-09,2015,1,9,7.93,4.69,0.0,0,69,221.2
MN05,Chikla,2015-01-09,2015,1,9,28.34,14.55,0.0,0,166,1327.4
MN06,Dongri Buzurg,2015-01-09,2015,1,9,58.13,4.43,0.0,0,200,1769.8
MN07,Beldongri,2015-01-09,2015,1,9,8.33,5.01,0.0,0,63,265.5
MN08,Kandri,2015-01-09,2015,1,9,35.69,4.37,0.0,0,139,1106.2
MN09,Munsar,2015-01-09,2015,1,9,25.71,4.55,0.0,0,113,796.4
MN10,Gumgaon,2015-01-09,2015,1,9,28.56,6.37,0.0,0,128,884.9
MN01,Balaghat,2015-01-10,2015,1,10,74.98,3.86,0.0,0,200,2876.0
MN02,Ukwa,2015-01-10,2015,1,10,18.68,3.56,0.0,0,90,531.0
MN03,Tirodi,2015-01-10,2015,1,10,21.67,3.95,0.0,0,99,663.7
MN04,Sitapatore,2015-01-10,2015,1,10,7.28,4.87,0.0,0,59,221.2
MN05,Chikla,2015-01-10,2015,1,10,46.24,5.37,0.0,0,170,1327.4
MN06,Dongri Buzurg,2015-01-10,2015,1,10,60.7,3.59,0.0,0,200,1769.8
MN07,Beldongri,2015-01-10,2015,1,10,8.99,4.35,0.0,0,67,265.5
MN08,Kandri,2015-01-10,2015,1,10,37.47,4.25,0.0,0,146,1106.2
MN09,Munsar,2015-01-10,2015,1,10,27.18,3.65,0.0,0,111,796.4
MN10,Gumgaon,2015-01-10,2015,1,10,30.42,5.65,0.0,0,129,884.9
MN01,Balaghat,2015-01-11,2015,1,11,71.73,4.61,0.0,0,200,2876.0
MN02,Ukwa,2015-01-11,2015,1,11,19.25,4.82,0.0,0,94,531.0
MN03,Tirodi,2015-01-11,2015,1,11,23.81,5.2,0.0,0,110,663.7
MN04,Sitapatore,2015-01-11,2015,1,11,6.67,5.52,0.0,0,58,221.2
MN05,Chikla,2015-01-11,2015,1,11,44.35,4.56,0.0,0,160,1327.4
MN06,Dongri Buzurg,2015-01-11,2015,1,11,60.08,3.11,0.0,0,200,1769.8
MN07,Beldongri,2015-01-11,2015,1,11,9.0,4.68,0.0,0,65,265.5
MN08,Kandri,2015-01-11,2015,1,11,38.02,4.61,0.0,0,146,1106.2
MN09,Munsar,2015-01-11,2015,1,11,25.85,4.36,0.0,0,112,796.4
MN10,Gumgaon,2015-01-11,2015,1,11,30.33,3.93,0.0,0,121,884.9
MN01,Balaghat,2015-01-12,2015,1,12,72.21,4.96,0.0,0,200,2876.0
MN02,Ukwa,2015-01-12,2015,1,12,17.77,5.49,0.0,0,93,531.0
MN03,Tirodi,2015-01-12,2015,1,12,22.38,5.74,0.0,0,105,663.7
MN04,Sitapatore,2015-01-12,2015,1,12,7.64,4.24,0.0,0,61,221.2
MN05,Chikla,2015-01-12,2015,1,12,47.66,5.75,0.0,0,176,1327.4
MN06,Dongri Buzurg,2015-01-12,2015,1,12,62.42,3.0,0.0,0,200,1769.8
MN07,Beldongri,2015-01-12,2015,1,12,8.38,4.78,0.0,0,62,265.5
MN08,Kandri,2015-01-12,2015,1,12,36.16,5.32,0.0,0,143,1106.2
MN09,Munsar,2015-01-12,2015,1,12,27.88,5.02,0.0,0,122,796.4
MN10,Gumgaon,2015-01-12,2015,1,12,28.91,5.54,0.0,0,121,884.9
MN01,Balaghat,2015-01-13,2015,1,13,75.5,4.11,0.0,0,200,2876.0
MN02,Ukwa,2015-01-13,2015,1,13,17.32,4.58,0.0,0,91,531.0
MN03,Tirodi,2015-01-13,2015,1,13,23.07,4.57,0.0,0,106,663.7
MN04,Sitapatore,2015-01-13,2015,1,13,7.4,5.37,0.0,0,61,221.2
MN05,Chikla,2015-01-13,2015,1,13,43.58,4.55,0.0,0,159,1327.4
MN06,Dongri Buzurg,2015-01-13,2015,1,13,58.53,3.8,0.0,0,200,1769.8
MN07,Beldongri,2015-01-13,2015,1,13,8.5,4.54,0.0,0,62,265.5
MN08,Kandri,2015-01-13,2015,1,13,37.11,4.91,0.0,0,145,1106.2
MN09,Munsar,2015-01-13,2015,1,13,28.67,4.24,0.0,0,120,796.4
MN10,Gumgaon,2015-01-13,2015,1,13,30.67,4.02,0.0,0,124,884.9
MN01,Balaghat,2015-01-14,2015,1,14,73.92,4.43,0.0,0,200,2876.0
MN02,Ukwa,2015-01-14,2015,1,14,17.8,4.14,0.0,0,88,531.0
MN03,Tirodi,2015-01-14,2015,1,14,21.03,4.57,0.0,0,95,663.7
MN04,Sitapatore,2015-01-14,2015,1,14,7.16,5.16,0.0,0,59,221.2
MN05,Chikla,2015-01-14,2015,1,14,44.65,3.89,0.0,0,165,1327.4
MN06,Dongri Buzurg,2015-01-14,2015,1,14,49.68,8.62,0.0,1,200,1769.8
MN07,Beldongri,2015-01-14,2015,1,14,8.66,5.99,0.0,0,65,265.5
MN08,Kandri,2015-01-14,2015,1,14,36.58,3.61,0.0,0,143,1106.2
MN09,Munsar,2015-01-14,2015,1,14,26.65,4.02,0.0,0,115,796.4
MN10,Gumgaon,2015-01-14,2015,1,14,28.85,4.87,0.0,0,120,884.9
MN01,Balaghat,2015-01-15,2015,1,15,75.34,3.76,0.0,0,200,2876.0
MN02,Ukwa,2015-01-15,2015,1,15,17.1,4.61,0.0,0,87,531.0
MN03,Tirodi,2015-01-15,2015,1,15,23.92,5.7,0.0,0,115,663.7
MN04,Sitapatore,2015-01-15,2015,1,15,8.04,4.32,0.0,0,64,221.2
MN05,Chikla,2015-01-15,2015,1,15,46.98,4.15,0.0,0,173,1327.4
MN06,Dongri Buzurg,2015-01-15,2015,1,15,60.92,2.68,0.0,0,200,1769.8
MN07,Beldongri,2015-01-15,2015,1,15,8.41,4.16,0.0,0,61,265.5
MN08,Kandri,2015-01-15,2015,1,15,35.8,4.55,0.0,0,139,1106.2
MN09,Munsar,2015-01-15,2015,1,15,24.5,5.97,0.0,0,112,796.4
MN10,Gumgaon,2015-01-15,2015,1,15,22.87,10.68,0.0,0,120,884.9
MN01,Balaghat,2015-01-16,2015,1,16,73.51,4.64,0.0,0,200,2876.0
MN02,Ukwa,2015-01-16,2015,1,16,17.39,4.66,0.0,0,88,531.0
MN03,Tirodi,2015-01-16,2015,1,16,22.55,4.17,0.0,0,104,663.7
MN04,Sitapatore,2015-01-16,2015,1,16,8.18,3.28,0.0,0,64,221.2
MN05,Chikla,2015-01-16,2015,1,16,40.85,5.56,0.0,0,167,1327.4
MN06,Dongri Buzurg,2015-01-16,2015,1,16,58.89,4.02,0.0,0,200,1769.8
MN07,Beldongri,2015-01-16,2015,1,16,8.35,5.36,0.0,0,64,265.5
MN08,Kandri,2015-01-16,2015,1,16,37.86,4.83,0.0,0,151,1106.2
MN09,Munsar,2015-01-16,2015,1,16,26.95,5.39,0.0,0,119,796.4
MN10,Gumgaon,2015-01-16,2015,1,16,31.8,3.77,0.0,0,127,884.9
MN01,Balaghat,2015-01-17,2015,1,17,71.04,4.76,0.0,0,200,2876.0
MN02,Ukwa,2015-01-17,2015,1,17,17.83,5.0,0.0,0,90,531.0
MN03,Tirodi,2015-01-17,2015,1,17,23.69,5.48,0.0,0,110,663.7
MN04,Sitapatore,2015-01-17,2015,1,17,8.02,4.94,0.0,0,69,221.2
MN05,Chikla,2015-01-17,2015,1,17,43.55,4.94,0.0,0,165,1327.4
MN06,Dongri Buzurg,2015-01-17,2015,1,17,59.31,3.8,0.0,0,200,1769.8
MN07,Beldongri,2015-01-17,2015,1,17,8.78,3.8,0.0,0,64,265.5
MN08,Kandri,2015-01-17,2015,1,17,36.95,4.34,0.0,0,145,1106.2
MN09,Munsar,2015-01-17,2015,1,17,25.72,4.39,0.0,0,110,796.4
MN10,Gumgaon,2015-01-17,2015,1,17,27.11,5.19,0.0,0,116,884.9
MN01,Balaghat,2015-01-18,2015,1,18,70.98,5.04,0.0,0,200,2876.0
MN02,Ukwa,2015-01-18,2015,1,18,16.98,5.6,0.0,0,88,531.0
MN03,Tirodi,2015-01-18,2015,1,18,20.49,4.98,0.0,0,100,663.7
MN04,Sitapatore,2015-01-18,2015,1,18,7.46,4.56,0.0,0,62,221.2
MN05,Chikla,2015-01-18,2015,1,18,43.81,5.46,0.0,0,168,1327.4
MN06,Dongri Buzurg,2015-01-18,2015,1,18,59.31,2.92,0.0,0,200,1769.8
MN07,Beldongri,2015-01-18,2015,1,18,9.53,4.52,0.0,0,68,265.5
MN08,Kandri,2015-01-18,2015,1,18,39.14,4.12,0.0,0,143,1106.2
MN09,Munsar,2015-01-18,2015,1,18,27.69,4.02,0.0,0,116,796.4
MN10,Gumgaon,2015-01-18,2015,1,18,30.68,4.04,0.0,0,128,884.9
MN01,Balaghat,2015-01-19,2015,1,19,74.93,4.33,0.0,0,200,2876.0
MN02,Ukwa,2015-01-19,2015,1,19,18.11,4.81,0.0,0,91,531.0
MN03,Tirodi,2015-01-19,2015,1,19,22.25,4.48,0.0,0,103,663.7
MN04,Sitapatore,2015-01-19,2015,1,19,6.86,4.85,0.0,0,59,221.2
MN05,Chikla,2015-01-19,2015,1,19,43.04,4.82,0.0,0,165,1327.4
MN06,Dongri Buzurg,2015-01-19,2015,1,19,62.53,2.26,0.0,0,200,1769.8
MN07,Beldongri,2015-01-19,2015,1,19,8.28,4.78,0.0,0,62,265.5
MN08,Kandri,2015-01-19,2015,1,19,37.69,4.24,0.0,0,147,1106.2
MN09,Munsar,2015-01-19,2015,1,19,28.66,3.71,0.0,0,118,796.4
MN10,Gumgaon,2015-01-19,2015,1,19,27.9,4.83,0.0,0,116,884.9
MN01,Balaghat,2015-01-20,2015,1,20,73.05,4.77,0.0,1,200,2876.0
MN02,Ukwa,2015-01-20,2015,1,20,18.74,4.78,0.0,0,93,531.0
MN03,Tirodi,2015-01-20,2015,1,20,23.27,5.11,0.0,0,109,663.7
MN04,Sitapatore,2015-01-20,2015,1,20,7.71,4.28,0.0,0,62,221.2
MN05,Chikla,2015-01-20,2015,1,20,45.52,4.1,0.0,0,165,1327.4
MN06,Dongri Buzurg,2015-01-20,2015,1,20,58.14,3.64,0.0,0,200,1769.8
MN07,Beldongri,2015-01-20,2015,1,20,9.43,4.41,0.0,0,68,265.5
MN08,Kandri,2015-01-20,2015,1,20,34.33,6.31,0.0,0,141,1106.2
MN09,Munsar,2015-01-20,2015,1,20,27.58,4.6,0.0,0,117,796.4
MN10,Gumgaon,2015-01-20,2015,1,20,30.0,4.67,0.0,0,122,884.9
MN01,Balaghat,2015-01-21,2015,1,21,73.1,4.18,0.0,0,200,2876.0
MN02,Ukwa,2015-01-21,2015,1,21,17.41,4.04,0.0,0,87,531.0
MN03,Tirodi,2015-01-21,2015,1,21,22.4,3.66,0.0,0,101,663.7
MN04,Sitapatore,2015-01-21,2015,1,21,7.16,4.46,0.0,0,57,221.2
MN05,Chikla,2015-01-21,2015,1,21,33.38,12.59,0.0,0,172,1327.4
MN06,Dongri Buzurg,2015-01-21,2015,1,21,57.17,4.28,0.0,0,200,1769.8
MN07,Beldongri,2015-01-21,2015,1,21,8.09,4.5,0.0,0,60,265.5
MN08,Kandri,2015-01-21,2015,1,21,38.65,4.4,0.0,0,148,1106.2
MN09,Munsar,2015-01-21,2015,1,21,25.22,4.78,0.0,0,110,796.4
MN10,Gumgaon,2015-01-21,2015,1,21,27.87,4.58,0.0,0,117,884.9
MN01,Balaghat,2015-01-22,2015,1,22,69.57,5.25,0.0,0,200,2876.0
MN02,Ukwa,2015-01-22,2015,1,22,16.4,5.5,0.0,0,87,531.0
MN03,Tirodi,2015-01-22,2015,1,22,23.57,4.61,0.0,0,106,663.7
MN04,Sitapatore,2015-01-22,2015,1,22,8.26,4.05,0.0,1,67,221.2
MN05,Chikla,2015-01-22,2015,1,22,43.44,4.54,0.0,0,158,1327.4
MN06,Dongri Buzurg,2015-01-22,2015,1,22,60.22,3.73,0.0,0,200,1769.8
MN07,Beldongri,2015-01-22,2015,1,22,8.83,3.82,0.0,0,65,265.5
MN08,Kandri,2015-01-22,2015,1,22,38.59,4.46,0.0,0,149,1106.2
MN09,Munsar,2015-01-22,2015,1,22,27.77,3.73,0.0,0,117,796.4
MN10,Gumgaon,2015-01-22,2015,1,22,29.82,4.88,0.0,0,124,884.9
MN01,Balaghat,2015-01-23,2015,1,23,74.34,4.0,0.0,0,200,2876.0
MN02,Ukwa,2015-01-23,2015,1,23,17.55,4.44,0.0,0,87,531.0
MN03,Tirodi,2015-01-23,2015,1,23,22.85,4.54,0.0,0,105,663.7
MN04,Sitapatore,2015-01-23,2015,1,23,7.19,3.86,0.0,2,60,221.2
MN05,Chikla,2015-01-23,2015,1,23,45.42,4.66,0.0,0,167,1327.4
MN06,Dongri Buzurg,2015-01-23,2015,1,23,63.11,2.95,0.0,0,200,1769.8
MN07,Beldongri,2015-01-23,2015,1,23,7.2,9.69,0.0,0,65,265.5
MN08,Kandri,2015-01-23,2015,1,23,35.41,5.43,0.0,0,140,1106.2
MN09,Munsar,2015-01-23,2015,1,23,26.78,5.34,0.0,0,116,796.4
MN10,Gumgaon,2015-01-23,2015,1,23,28.89,4.72,0.0,0,122,884.9
MN01,Balaghat,2015-01-24,2015,1,24,72.91,4.88,0.0,0,200,2876.0
MN02,Ukwa,2015-01-24,2015,1,24,17.54,4.53,0.0,0,90,531.0
MN03,Tirodi,2015-01-24,2015,1,24,20.93,4.96,0.0,0,95,663.7
MN04,Sitapatore,2015-01-24,2015,1,24,7.35,5.62,0.0,1,65,221.2
MN05,Chikla,2015-01-24,2015,1,24,44.44,4.05,0.0,0,160,1327.4
MN06,Dongri Buzurg,2015-01-24,2015,1,24,61.29,3.87,0.0,0,200,1769.8
MN07,Beldongri,2015-01-24,2015,1,24,8.62,3.61,0.0,0,62,265.5
MN08,Kandri,2015-01-24,2015,1,24,35.84,4.39,0.0,0,136,1106.2
MN09,Munsar,2015-01-24,2015,1,24,22.15,10.84,0.0,0,118,796.4
MN10,Gumgaon,2015-01-24,2015,1,24,28.22,4.83,0.0,0,123,884.9
MN01,Balaghat,2015-01-25,2015,1,25,71.41,5.08,0.0,0,200,2876.0
MN02,Ukwa,2015-01-25,2015,1,25,18.28,5.42,0.0,0,97,531.0
MN03,Tirodi,2015-01-25,2015,1,25,22.24,3.8,0.0,0,100,663.7
MN04,Sitapatore,2015-01-25,2015,1,25,6.31,5.16,0.0,0,54,221.2
MN05,Chikla,2015-01-25,2015,1,25,44.08,5.72,0.0,0,166,1327.4
MN06,Dongri Buzurg,2015-01-25,2015,1,25,60.82,3.38,0.0,0,200,1769.8
MN07,Beldongri,2015-01-25,2015,1,25,7.76,4.34,0.0,0,56,265.5
MN08,Kandri,2015-01-25,2015,1,25,35.12,4.76,0.0,0,137,1106.2
MN09,Munsar,2015-01-25,2015,1,25,27.18,4.6,0.0,0,117,796.4
MN10,Gumgaon,2015-01-25,2015,1,25,30.03,4.56,0.0,0,122,884.9
MN01,Balaghat,2015-01-26,2015,1,26,71.96,5.59,0.0,0,200,2876.0
MN02,Ukwa,2015-01-26,2015,1,26,17.18,6.12,0.0,0,90,531.0
MN03,Tirodi,2015-01-26,2015,1,26,23.14,4.5,0.0,0,103,663.7
MN04,Sitapatore,2015-01-26,2015,1,26,7.14,6.08,0.0,0,63,221.2
MN05,Chikla,2015-01-26,2015,1,26,44.78,4.48,0.0,0,165,1327.4
MN06,Dongri Buzurg,2015-01-26,2015,1,26,57.67,4.12,0.0,0,200,1769.8
MN07,Beldongri,2015-01-26,2015,1,26,8.84,4.06,0.0,0,62,265.5
MN08,Kandri,2015-01-26,2015,1,26,40.06,4.16,0.0,0,148,1106.2
MN09,Munsar,2015-01-26,2015,1,26,28.32,4.5,0.0,0,122,796.4
MN10,Gumgaon,2015-01-26,2015,1,26,29.68,5.19,0.0,0,127,884.9
MN01,Balaghat,2015-01-27,2015,1,27,71.08,4.85,0.0,0,200,2876.0
MN02,Ukwa,2015-01-27,2015,1,27,16.9,3.7,0.0,0,86,531.0
MN03,Tirodi,2015-01-27,2015,1,27,21.82,3.89,0.0,0,97,663.7
MN04,Sitapatore,2015-01-27,2015,1,27,7.54,3.65,0.0,0,60,221.2
MN05,Chikla,2015-01-27,2015,1,27,44.84,4.88,0.0,0,165,1327.4
MN06,Dongri Buzurg,2015-01-27,2015,1,27,57.92,3.75,0.0,0,200,1769.8
MN07,Beldongri,2015-01-27,2015,1,27,9.49,4.77,0.0,0,69,265.5
MN08,Kandri,2015-01-27,2015,1,27,36.88,4.76,0.0,0,143,1106.2
MN09,Munsar,2015-01-27,2015,1,27,25.83,4.24,0.0,0,114,796.4
MN10,Gumgaon,2015-01-27,2015,1,27,17.96,14.63,0.0,0,119,884.9
MN01,Balaghat,2015-01-28,2015,1,28,68.57,5.59,0.0,0,200,2876.0
MN02,Ukwa,2015-01-28,2015,1,28,17.35,5.03,0.0,0,88,531.0
MN03,Tirodi,2015-01-28,2015,1,28,20.64,3.99,0.0,0,92,663.7
MN04,Sitapatore,2015-01-28,2015,1,28,8.18,4.49,0.0,0,65,221.2
MN05,Chikla,2015-01-28,2015,1,28,42.43,4.31,0.0,0,159,1327.4
MN06,Dongri Buzurg,2015-01-28,2015,1,28,59.68,4.19,0.0,0,200,1769.8
MN07,Beldongri,2015-01-28,2015,1,28,8.19,4.06,0.0,0,59,265.5
MN08,Kandri,2015-01-28,2015,1,28,37.79,4.8,0.0,0,146,1106.2
MN09,Munsar,2015-01-28,2015,1,28,26.56,4.48,0.0,0,110,796.4
MN10,Gumgaon,2015-01-28,2015,1,28,29.38,4.22,0.0,0,124,884.9
MN01,Balaghat,2015-01-29,2015,1,29,72.78,4.85,0.0,0,200,2876.0
MN02,Ukwa,2015-01-29,2015,1,29,17.89,4.57,0.4,0,91,531.0
MN03,Tirodi,2015-01-29,2015,1,29,23.95,5.14,0.0,0,108,663.7
MN04,Sitapatore,2015-01-29,2015,1,29,8.31,4.4,0.0,0,66,221.2
MN05,Chikla,2015-01-29,2015,1,29,47.58,3.98,0.0,0,164,1327.4
MN06,Dongri Buzurg,2015-01-29,2015,1,29,57.71,3.54,0.0,0,200,1769.8
MN07,Beldongri,2015-01-29,2015,1,29,8.47,4.84,0.0,0,64,265.5
MN08,Kandri,2015-01-29,2015,1,29,33.94,5.06,0.0,0,139,1106.2
MN09,Munsar,2015-01-29,2015,1,29,25.51,4.58,0.0,0,109,796.4
MN10,Gumgaon,2015-01-29,2015,1,29,30.82,5.2,0.0,0,125,884.9
MN01,Balaghat,2015-01-30,2015,1,30,72.94,3.92,0.0,0,200,2876.0
MN02,Ukwa,2015-01-30,2015,1,30,17.33,5.28,0.0,0,91,531.0
MN03,Tirodi,2015-01-30,2015,1,30,22.42,5.03,0.0,0,105,663.7
MN04,Sitapatore,2015-01-30,2015,1,30,7.5,4.43,0.0,0,62,221.2
MN05,Chikla,2015-01-30,2015,1,30,43.24,5.32,0.0,0,165,1327.4
MN06,Dongri Buzurg,2015-01-30,2015,1,30,60.35,3.85,0.0,0,200,1769.8
MN07,Beldongri,2015-01-30,2015,1,30,8.46,5.46,0.0,0,63,265.5
MN08,Kandri,2015-01-30,2015,1,30,39.95,4.23,0.0,0,148,1106.2
MN09,Munsar,2015-01-30,2015,1,30,27.16,4.28,0.0,0,117,796.4
MN10,Gumgaon,2015-01-30,2015,1,30,28.65,5.02,0.0,0,119,884.9
MN01,Balaghat,2015-01-31,2015,1,31,71.98,4.77,0.0,0,200,2876.0
MN02,Ukwa,2015-01-31,2015,1,31,19.21,3.83,0.0,0,96,531.0
MN03,Tirodi,2015-01-31,2015,1,31,22.25,5.81,0.0,0,106,663.7
MN04,Sitapatore,2015-01-31,2015,1,31,7.63,5.74,0.0,0,65,221.2
MN05,Chikla,2015-01-31,2015,1,31,43.29,4.81,0.0,0,159,1327.4
MN06,Dongri Buzurg,2015-01-31,2015,1,31,60.85,3.25,0.0,0,200,1769.8
MN07,Beldongri,2015-01-31,2015,1,31,9.31,4.29,0.0,0,67,265.5
MN08,Kandri,2015-01-31,2015,1,31,36.72,4.92,0.0,0,143,1106.2
MN09,Munsar,2015-01-31,2015,1,31,25.19,5.55,0.0,0,114,796.4
MN10,Gumgaon,2015-01-31,2015,1,31,28.71,6.28,0.0,0,128,884.9
